Embalse;Periodo;Codigo EC;Caudal;Codigo EP;Precipitacion;Ln(c);Ln(p)
;2019-2s;3105850;5.2730376344086;;;1.66260659771395;
;2020-1s;3105850;4.27330700778643;;;1.45238800238105;
;2020-2s;3105850;;;;;
;2021-1s;3105850;;;;;
;2021-2s;3105850;;;;;
;2022-1s;3105850;;;;;
;2022-2s;3105850;;;;;
;2023-1s;3105850;;;;;
;2023-2s;3105850;;;;;
;2024-1s;3105850;;;;;
;2024-2s;3105850;;;;;
;2025-1s;3105850;;;;;
;2015-1s;3106500;15.1278476958525;;;2.71653726360667;
;2015-2s;3106500;24.0092896057348;;;3.17844082236249;
;2016-1s;3106500;13.3301781238413;;;2.59003049673009;
;2016-2s;3106500;22.9713363799283;;;3.13424719436992;
;2017-1s;3106500;14.3311370839734;;;2.66243458858551;
;2017-2s;3106500;24.6539338709677;;;3.20493647684163;
;2018-1s;3106500;18.7501179595494;;;2.9312000435726;
;2018-2s;3106500;37.8286686379928;;;3.6330672447397;
;2019-1s;3106500;23.2833508832565;;;3.14773855078933;
;2019-2s;3106500;35.0458270609319;;;3.55665654964334;
;2020-1s;3106500;;;;;
;2020-2s;3106500;;;;;
;2021-1s;3106500;;;;;
;2021-2s;3106500;;;;;
;2022-1s;3106500;;;;;
;2022-2s;3106500;;;;;
;2023-1s;3106500;;;;;
;2023-2s;3106500;;;;;
;2024-1s;3106500;;;;;
;2024-2s;3106500;;;;;
;2025-1s;3106500;;;;;
;2015-1s;3107010;700.230552995392;;;6.55140964223783;
;2015-2s;3107010;962.368082437276;;;6.86939699956072;
;2016-1s;3107010;770.562619509331;;;6.64712092272238;
;2016-2s;3107010;1178.04094551971;;;7.07160812211317;
;2017-1s;3107010;833.632413095238;;;6.72579255351481;
;2017-2s;3107010;886.575220250896;;;6.78736597273347;
;2018-1s;3107010;898.73191140553;;;6.8009847824411;
;2018-2s;3107010;1143.94249587814;;;7.04223590483559;
;2019-1s;3107010;757.575821390169;;;6.63012362661888;
;2019-2s;3107010;1071.50259802867;;;6.97681723957581;
;2020-1s;3107010;757.726447515758;;;6.63032243332454;
;2020-2s;3107010;1036.91311039427;;;6.944003415321;
;2021-1s;3107010;1041.09439941116;;;6.94802774597451;
;2021-2s;3107010;1112.31117956989;;;7.01419527340596;
;2022-1s;3107010;928.134973771121;;;6.83317716808403;
;2022-2s;3107010;1165.62338458781;;;7.06101131695481;
;2023-1s;3107010;836.075630542755;;;6.7287190761492;
;2023-2s;3107010;978.965688888889;;;6.88649659481613;
;2024-1s;3107010;836.78983277716;;;6.72957294311395;
;2024-2s;3107010;831.61136827957;;;6.72336522626027;
;2015-1s;3107015;2327.71551331285;;;7.75264259919883;
;2015-2s;3107015;4983.58225806452;;;8.51390424035427;
;2016-1s;3107015;3068.26256525769;;;8.02886674072147;
;2016-2s;3107015;5524.84930125448;;;8.61701125022292;
;2017-1s;3107015;2862.52107105735;;;7.95945800890347;
;2017-2s;3107015;3956.59415734767;;;8.28313887290779;
;2018-1s;3107015;3372.49171217358;;;8.12340713060627;
;2018-2s;3107015;5604.34308942652;;;8.63129712782174;
;2019-1s;3107015;2410.95397547363;;;7.78777778860603;
;2019-2s;3107015;4601.16141236559;;;8.43406403155828;
;2020-1s;3107015;1918.61062248795;;;7.55935656895142;
;2020-2s;3107015;4332.62633548387;;;8.37392918111473;
;2021-1s;3107015;3312.36417955709;;;8.105417467056;
;2021-2s;3107015;4892.34897258065;;;8.49542782962272;
;2022-1s;3107015;2392.9970328085;;;7.7803018479613;
;2022-2s;3107015;4339.05638243728;;;8.37541218005301;
;2023-1s;3107015;2279.88400382745;;;7.73187984514001;
;2023-2s;3107015;3180.8035155914;;;8.06488912171548;
;2024-1s;3107015;2184.1580432394;;;7.68898569836724;
;2024-2s;3107015;2768.14050089606;;;7.92593107444361;
;2025-1s;3107015;;;;;
;2015-1s;3107250;114.432416321045;;;4.73998439825669;
